product_id,sku,title,spec_sheet_url
6770395119660,"PR-600M-SGW","Parisi Pure 600 Rectangle Mirror Chrome",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=7059760251034
6770396266540,"FF-1000M-GW","Parisi Forty Five 1000 Mirror",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=7059751108762
6770396594220,"FF-1200M-GW","Parisi Forty Five 1200 Mirror",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=7059751239834
6770396954668,"FF-600M-GW","Parisi Forty Five 600 Mirror",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=7059751501978
6770397184044,"FF-800M-GW","Parisi Forty Five 800 Mirror",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=7059751600282
6770397446188,"GK-1200M-MW","Parisi Glamour Silk 1200 Mirror",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=7059755860122
6770397511724,"GK-1600M-MB","Parisi Glamour Silk 1600 Mirror",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=7059756023962
6770397741100,"PO-700M-SGW","Parisi Pure Oval Mirror",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=7059760087194
6770397872172,"PM.011","Parisi Laser 100 Mirror Chrome",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=7059759267994
6770397904940,"PM.010","Parisi Laser 80 Mirror Chrome",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=7059759202458
6770410258476,"TO.SH.B400","Parisi Tondo 400 Shower Head - Chrome",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=7184108322970
6770410324012,"TO.SH.A250","Parisi Tondo ABS 250 Shower Head - Chrome",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=7184108126362
6770410422316,"QQ.SH.B300","Parisi Quadro 300 Shower Head - Chrome",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=7184107339930
6770410487852,"QQ.02WF.170","Parisi Quadro 170 Wall Spout - Chrome",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=7255476764826
6770417336364,"E-600MS-SH","Parisi Evo Mirror Storage Cabinet - Sahara 600mm",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=7059748257946
6770417434668,"PA221","Parisi Tondo Flush Plate - Chrome",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=7164835135642
6770417467436,"PA231","Parisi Blade Access Plate - Chrome",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=7268486447258
6770417664044,"ACJZ01","Parisi Jazz Wall Hung Toilet",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=7164831858842
6770417664044,"ACJZ31","Parisi Jazz Wall Hung Toilet",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=7164831858842
6770417664044,"ACJZ41","Parisi Jazz Wall Hung Toilet",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=7164831858842
6770417664044,"ACJZ21","Parisi Jazz Wall Hung Toilet",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=7164831858842
6770419302444,"LA-600-MWA","Parisi Lotus Ash Wall Hung Vanity",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=7059756220570
6770419302444,"LA-800-MWA","Parisi Lotus Ash Wall Hung Vanity",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=7059756220570
6770419302444,"LA-1000-MWA","Parisi Lotus Ash Wall Hung Vanity",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=7059756220570
6770419367980,"LA-600.MS-MWA","Parisi Lotus Ash 600 Mirror Storage Cabinet - Matte White & Ash",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=7059756482714
6770419695660,"FF-600-GW","Parisi Forty Five Wall Hung Vanity Single Basin Top",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=7059751043226
6770419695660,"FF-1000-GW","Parisi Forty Five Wall Hung Vanity Single Basin Top",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=7059751043226
6770419695660,"FF-1200SB-GW","Parisi Forty Five Wall Hung Vanity Single Basin Top",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=7059751043226
6770428903468,"QCU.01-3WQ165.LT","Parisi Cube Wall Set - Chrome",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=7255477944474
6770428903468,"QCU.01-3WQ190.LT","Parisi Cube Wall Set - Chrome",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=7255477944474
6770429001772,"QCU.01-3W165.LT","Parisi Cube Wall Set Spout - Chrome",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=7255477715098
6770429067308,"QCU.01-3WQ170","Parisi Cube Wall Set Backplate - Chrome",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=7255477911706
6770429067308,"QCU.01-3WQ230","Parisi Cube Wall Set Backplate - Chrome",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=7255477911706
6770429100076,"QCU.01-3W170","Parisi Cube Basin Wall Tap Set 170mm - Chrome",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=7255477747866
6770429526060,"QQ.01-2Q165.LT","Parisi Quadro Wall Mixer Curved Spout - Chrome",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=7255475880090
6770429526060,"QQ.01-2Q190.LT","Parisi Quadro Wall Mixer Curved Spout - Chrome",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=7255475880090
6770430017580,"QQ.01-3W170","Parisi Quadro Wall Set Square Spout - Chrome",https://parisiselection.com.au/subdomains/pdf/specification.php?pid=7255476306074
